name,latitude,longtitude
금빛휘트니스센터,37.4528929,126.9042500
로댕갤러리,37.5614574,126.9751773
문예진흥원 아르코미술관,37.5805409,127.0032407
잠실종합운동장,37.5148022,127.0736261
소호 아트 갤러리,37.5778578,126.9692651
도봉문화원,37.654199284867,127.038870491264
서울타워,37.5512294,126.9882659
윤동주문학관,37.592096942441,126.96706863952
CGV 명동,37.5633303,126.9826431
남산예술센터드라마센터(구 동랑예술센터),37.5586795,126.9882338
KBS홀,37.5259171,126.9152678
강동구청,37.5301260,127.1237708
강동구립성내도서관,37.5328592,127.1333198
아리랑정보도서관,37.5998987,127.0139750
노원정보도서관,37.6611110,127.0650744
서울애니시네마,37.5588000,126.9877125
용산도서관,37.5520066655,126.9801412521
LG상남도서관,37.5797353,126.9884800
한상수자수박물관,37.5827892,126.9856418
녹사평 용산공원 플랫폼,37.5348314193581,126.987028473368
서울식물원,37.5693690930038,126.83523426110388
내곡느티나무쉼터,37.4618248738,127.0506971568
강동구민회관,37.5458583,127.1411875
세컨드에비뉴 갤러리,37.5551328866,126.9949117472
도봉구민회관,37.6541068,127.0384528
월계문화정보도서관,37.6286376,127.0561463
성북여성회관,37.5958216414,127.0079852954
재미랑,37.55825685072221,126.98621496737573
코엑스전시장,37.5103947,127.0611127
한국공예문화진흥원,37.5740425,126.9841581
목인박물관,37.5739569,126.9836694
이문체육문화센터,37.6022699,127.0687620
대림정보문화도서관,37.5042667,126.8960500
광화문아트홀,37.5746022,126.9647130
애니살롱(재미랑5호),37.558134323,126.9862828964
유리지공예관,37.457757841871,127.01235419179
상명아트센터,37.60295237794524,126.95631563230714
뚝섬전망문화콤플렉스,37.53052501170862,127.06503039230314
동대문구체육관,37.5724191,127.0639379
중랑문화체육관,37.5792934,127.0957856
개운산스포츠센터,37.5967823,127.0261534
운현궁,37.5761250,126.9870500
창동스포츠문화컴플렉스,37.6582937,127.0508618
양천문화원,37.5165593,126.8632740
강북솔샘문화정보센터,37.6205185,127.0124524
강서구 문화관광,37.5509370,126.8496420
강북문화예술회관,37.6408544,127.0133421
관악문화관,37.4679596,126.9447500
용산아트홀,37.5328310,126.9896162
영등포아트홀,37.5262451,126.9001286
강남구민회관,37.4938226,127.0642688
수유문화정보센터,37.6301290,127.0175430
국회도서관,37.5312547,126.9171584
김영섭사진화랑,37.5743500,126.9841880
겸재정선미술관,37.5722229700452,126.838412024868
영등포구청,37.5264360,126.8960040
중랑구민체육센터,37.6151321,127.0874625
성북정보도서관,37.6048486,127.0504258
강북웰빙스포츠센터,37.6304749,127.0378273
갤러리 라메르,37.5725264,126.9849468
갤러리 상,37.5723081,126.9865397
갤러리 도올,37.5832040,126.9816710
서초구립반포도서관,37.5024870733134,127.01251344236
셀린박 갤러리,37.5257900767039,127.029756991789
배봉산 숲속 도서관,37.578443110427,127.06273508839
문화공간 이육사,37.5981380921564,127.032601556099
갤러리 가이아,37.5750777,126.9834808
서대문문화체육회관,37.5807597279754,126.931557440644
종이나라박물관,37.5596237,127.0039674
서울시립 난지미술창작스튜디오,37.5693180364524,126.87851193137
서초여성가족플라자,37.5135511855315,127.012106396494
연강홀,37.5717079,127.0011948
금천구립정보도서관,37.4734953,126.8921364
명동난타극장,37.5634110,126.9837813
뮤지엄김치간,37.5129437,127.0571142
한전아트센터,37.4856046634033,127.028078834421
kp 갤러리 (korea photographers gallery),37.553329541813,126.977312778908
용산공원 갤러리,37.5388010721099,126.972463802885
아트온더무브,37.5227345248969,126.904959169819
세빛섬,37.5124362037118,126.995962256954
문학의집서울,37.5580841736,126.9892390979
서울상상나라,37.550550,127.077569
강동구립암사도서관,37.5528446,127.1333498
광진구민체육센터,37.5459907,127.1069190
아트선재센터,37.5794750,126.9818375
도봉문화정보도서관,37.6446038,127.0438870
서대문자연사박물관,37.5767519879565,126.937858169171
경기여고 경운박물관,37.4878684,127.0660782
중랑구체육회,37.5857544989514,127.07947536182017
SETEC전시장(서울무역전시장),37.4956773978,127.0719118019
세종대학교 대양홀,37.5516093089619,127.07318364213
국제갤러리,37.5807006,126.9804771
평화문화진지,37.6908086292,127.0472154469
디뮤지엄,37.536950273,127.0115182016
허리우드 스카이쇼 (낙원상가),37.5727630728,126.9879012314
프로젝트박스 시야,37.5263441835,126.9961083494
용산 동자아트홀,37.5516772671,126.9729212431
아웃사이트(out_sight),37.5872586942711,127.001368055445
포스코미술관,37.5057694,127.0558879
서울무용센터,37.5830598426,126.9278728999
잠실창작스튜디오,37.5164791342,127.0729995585
이마트은평점,37.6003575474,126.9201920314
롯데콘서트홀,37.5137519612953,127.104446890835
용산꿈나무종합타운,37.5386613022,126.9655079691
서교예술실험센터,37.5524684065,126.9209402449
서울시립청소년미디어센터,37.5409841386,126.9726082866
가나아트스페이스,37.5749830,126.9839130
조세박물관,36.4854350,127.2606287
창신소통공작소,37.576204842,127.0123936578
북촌문화센터,37.5790878763,126.9862745249
문화일보홀,37.5671515,126.9685599
강서지역정보센터,37.5589789,126.8478810
노원구청,37.6543580,127.0564730
노원어린이도서관,37.6582022,127.0766623
동대문구청 아트갤러리,37.5745240,127.0396500
유니버설아트센터,37.5509798002896,127.087095159462
강서구립도서관,37.5478818,126.8599269
손기정문화체육센터,37.5555802,126.9649505
성북문화재단,37.5991558255675,127.014774474773
국립극단 소극장 판,37.5531465405,126.9682807466
서울시립 북서울미술관,37.6406604547872,127.066865579183
용산구 갈월종합사회복지관,37.5457743451,126.9748244451
광림아트센터 장천홀,37.5242447584924,127.026784213239
서초구립내곡도서관,37.4520021701,127.0544427012
내를 건너서 숲으로 도서관,37.591913,126.908152
한양도성박물관,37.572857089314816,127.0085126173547
은평구청소년문화의집 신나는애프터센터,37.6043734995,126.9166272426
중랑구민회관,37.5738058,127.0850044
체신기념관,37.5744500,126.9826250
평강성서유물박물관,37.4919552205758,126.844061327772
팝콘D스퀘어,37.5297736038,126.9647427471
필갤러리(Fill Gallery),37.5335842911,127.0097798487
서울남산국악당,37.55842867722703,126.99370731054663
동자아트홀,37.5516772671,126.9729212431
구로구립개봉도서관,37.48899216484345,126.85889338319454
용산 일신홀,37.537166946,127.0055169856
용산 더줌아트센터,37.5361216881,127.0073091119
구로 꿈나무극장,37.48956474331406,126.88647383628242
서울도서관,37.5663174209601,126.977829174031
"과거와 현재, 도시와 도시를 이어주는 복합문화공간 &quot;용산공예관&quot;",37.5390272618407,127.002075483615
서울특별시여성능력개발원,37.54323634461455,126.94978185798433
명동예술극장,37.5639761281,126.984217308
금천구립가산도서관,37.4734915456014,126.892129831218
동호갤러리,37.5731158,126.9852158
가나아트센터,37.6121853,126.9750798
KT&G상상마당 대치,37.5069075,127.0650936
KT&G 상상마당 갤러리,37.5509576951977,126.921063042067
KT체임버홀,37.529459865995044,126.87111768035753
상촌재,37.5818556960931,126.969677623398
구로구립 글마루한옥어린이도서관,37.5069150594,126.8456365737
우리은행 본점,37.559438353357024,126.98175095441134
서울책보고,37.52239260387785,127.10298301432702
유담헌,37.58357832381031,126.98539967358421
용산 백합어린이도서관,37.5487192144,126.9768015471
용산구 효창사랑 작은도서관,37.5422969256,126.9628313462
금천구립독산도서관,37.4675801864797,126.908105892677
강남구립대치도서관,37.4996164902,127.0659173376
킵인터치 서울,37.57731455810547,126.98494807091173
서울생각마루,37.53100838897391,127.06422528077903
서울휴먼라이브러리,37.58388984933984,127.05878195363569
동덕아트갤러리,37.5749033,126.9833114
국기원,37.5019899,127.0303100
토포하우스,37.5740830,126.9843130
아트하우스 모모,37.5644645178259,126.950288837762
폼텍웍스홀,37.5506957017413,126.917916281049
서울함 공원,37.555788061662,126.893953718935
강남구립역삼도서관,37.4953738379,127.0332824837
코리아나미술관,37.5240691643,127.032811048
여의도 물빛무대,37.53212462535445,126.92779526412901
서울하수도과학관,37.5570864957,127.0580682563
사각사각 플레이스,37.5176276345914,127.08673648927
강동구립천호도서관,37.5405219609,127.1340836611
용산구 남영동 자치회관,37.5457743451,126.9748244451
용산구 원효로1동 자치회관,37.5372419256,126.9676267129
용산구 원효로2동 자치회관,37.5343532215,126.9515482962
용산구 효창동 자치회관,37.5425092453,126.9618400136
강남구립못골한옥어린이도서관,37.4733049813,127.099727635
홍익대 대학로 아트센터,37.5765585834389,127.001450046714
공갤러리,37.5727833,126.9865375
농업박물관,37.5668447,126.9683226
장충체육관,37.5581865,127.0067900
이건하우스,37.5559641636615,126.91970385951
동국대학교 박물관,37.5582533,127.0023443
몽촌역사관,37.5238852,127.1243709
갤러리 선앤문,37.5743508,126.9857422
갤러리 JJ,37.51830749598996,127.0283879033108
동대문구 답십리도서관,37.573192636618145,127.05036050634935
노원문화원,37.6287989945413,127.069800913955
중랑평생학습관,37.60056073853804,127.10148716205731
간송미술문화재단,37.56741127787706,127.0108890181753
구로구립개봉어린이도서관,37.4967430786,126.8559120258
동대문구 정보화도서관,37.5899695058832,127.047289694219
OCI미술관,37.5732395069024,126.982128279816
쉼박물관,37.5994900,126.9556630
삼성출판박물관,37.6086466,126.9570848
용산구 한강로동 자치회관,37.5274391256,126.9679658175
용산용암어린이도서관,37.5410187594,126.9846928588
서울올림픽기념관,37.5203396980951,127.115517876627
이화여자대학교 박물관,37.5644645178259,126.950288837762
한국금융사박물관,37.5686681,126.9764215
짚·풀 생활사박물관,37.5849163,126.9997938
가나아트 한남,37.5337504606,127.0021496707
성북구립 최만린미술관,37.610659342343546,127.00429017402932
아이러브아트센터,37.5257900767039,127.029756991789
강남구립행복한도서관,37.5023060444,127.064187116
강남구립청담도서관,37.5250905785,127.0492919062
금천구립시흥도서관,37.4496319484054,126.914611901419
서울자유시민대학,37.570787,126.966338
성동구립용답도서관,37.566684,127.051297
강남구립논현도서관,37.5172779093,127.0371879136
강남구립즐거운도서관,37.4997288383,127.0578473914
서울문화예술철도 영등포시장역(아트온더무브),37.5227345248969,126.904959169819
금성당·샤머니즘박물관,37.6351354711,126.9253799732
용산전통공예문화체험관,37.5390267212,127.0020774071
용산구립장애인복지관,37.5473060777,126.9615705084
스페이스 신선(SPACE SHINSEON),37.5373688921,127.0012762872
금천구립도서관,37.4675724,126.9080685
동대문도서관,37.5738565548699,127.024185212313
서울로 7017,37.5549086616,126.9674334691
오유아트홀,37.4836995569626,127.04641546215196
대원 컨텐츠 라이브,37.5297736038,126.9647427471
아름꿈도서관,37.5726975804,127.0171157579
갤러리 비선재,37.5357642548,127.0142787231
가회민화박물관,37.5815096214,126.9852279941
강남구립못골도서관,37.4715380102,127.0965825896
숭인제1동 자치회관,37.575194724087744,127.01976528515288
금천구립금나래도서관,37.4570656519531,126.896036850324
서리풀청년아트갤러리,37.481138225281036,127.01350402831676
현대카드 스토리지,37.5368102755,127.0008644292
용산구립청파도서관,37.5539248195,126.9676059172
SETEC전시장,37.4957891941,127.0717943025
동서화랑,37.5743250,126.9846000
부엉이 박물관,37.5870760,126.9829594
LG 사이언스홀,37.5277895,126.9286274
국립극단 백성희장민호극장,37.5531465405,126.9682807466
월곡꿈그림도서관,37.60416930077701,127.04207130781678
한양대학교 박물관,37.5545035492027,127.046611216789
대학로문화공간,37.5822968,127.0036504
우리소리도서관,37.5744823869,126.9902329177
예스24 라이브홀,37.5457267681008,127.107967944506
사비나미술관,37.6301283914144,126.9292775033292
BHAK,37.5428868498054,127.003200910809
삼성미술관 Leeum,37.5380703,126.9993406
전쟁기념관,37.5368975,126.9768849
덕성여자대학교 박물관,37.6524704146763,127.015834944956
도산안창호 기념관,37.5239978,127.0356302
김희수아트센터,37.5905137067197,127.043047670789
국립박물관문화재단,37.52470232606506,126.97774115153027
용산 고래이야기 작은도서관,37.5419433693,126.9616909401
수색동 주민센터(다목적실),37.5841654769,126.8975659639
청년허브 다목적홀,37.60940533804935,126.93495535259598
중랑마을지원센터,37.59894586538318,127.09310526996628
서울시립미술관,37.5642066,126.9737733
경찰박물관,37.5690096,126.9696222
국립민속박물관,37.5815645,126.9789313
남산전시관,37.5414922,126.9970933
서울시창작공간,37.5715090,127.0337136
한국가구박물관,37.6003783121197,126.993449212447
한국은행 화폐금융박물관,37.5620607,126.9805213
노원구민체육센터,37.6481321,127.0707250
코리아나 화장박물관,37.52450167801044,127.0326935857424
롯데월드 시네마,37.5137519612953,127.104446890835
종로문화재단 윤동주문학관,37.5920259037,126.9669236248
구로구립 온누리도서관,37.4968912311,126.8859561262
세곡도서관,37.4685773826129,127.10693796972367
도봉문화재단 쌍문채움도서관,37.6470421197696,127.026230185925
국립어린이청소년 도서관,37.5009019322789,127.029676543426
한국천주교순교자박물관,37.5441354407025,126.911793575318
장안평 자동차산업 종합정보센터,37.5603246649127,127.064516977181
관악청소년센터,37.4702439018707,126.935243319909
관악구청,37.47820977441988,126.95150316671918
서초문화원,37.481829104163374,127.03595831083435
안중근의사기념관,37.5534654,126.9803691
서울교육사료관,37.5797770,126.9832525
건국대학교 새천년대공연장,37.539182674872,127.074711902268
양천도서관,37.5336544,126.8759573
몽골 울란바타르 문화진흥원,37.5455494153327,127.098204726073
디지털 파빌리온,37.5794283422818,126.889782954548
서울역사박물관,37.5701434,126.9704375
돈화문 서울무형문화재교육전시장,37.5769351431409,126.991104508988
구립마포청소년문화의집,37.5804167,126.8840000
용산 꿈나무 종합타운,37.5389026251,126.9650145311
메이커시티 세운,37.57024080362742,126.99507824926042
서울생활문화센터 서교,37.5508021700653,126.916715922466
한강공원,37.53893287064474,127.04172912689942
마포문화원,37.5422304161408,126.95549123324
서울시립과학관,37.6419941138165,127.07743706477
구슬모아당구장,37.5346582819,127.009807143
서울한방진흥센터 서울약령시한의약박물관,37.5805999642,127.037586191
스페이스 신선,37.5373688921,127.0012762872
갤러리BK,37.5369580357,127.0012943835
구립구산동도서관마을,37.6095101902,126.9130879469
국립현대미술관 덕수궁관,37.5661691433,126.9739845077
신도림 오페라하우스,37.5079891008,126.8909247643
갤러리 현대,37.5766750,126.9798250
서강대학교 박물관,37.5514693075541,126.943024997981
롯데시네마 노원,37.6552787315469,127.061391730931
상봉시네마,37.5967167,127.0890973
전기박물관,37.4856046634033,127.028078834421
빈집프로젝트,37.4749117711,126.9038833644
영산양재홀,37.4804853762882,127.038417517658
서울암사동유적,37.5598538144,127.1308315505
언더스탠드에비뉴,37.5436228045917,127.043585906393
JCC 아트센터,37.58746789100366,127.00226443643811
서울역사편찬원,37.52184600398425,127.1242085741983
문화비축기지,37.5703456074,126.8950311952
강남구립도곡정보문화도서관,37.4883118354,127.0388786754
신문박물관,37.5698125,126.9776744
갤러리 세줄,37.6134132,126.9751579
연희문학창작촌,37.5716731193,126.930953809
서울 아트 시네마,37.5698574,126.9918633
부암아트홀,37.5958212,126.9641028
세실극장,37.5667574,126.9757243
해바라기 소극장,37.5816438117,127.0043745504
장지공방,37.4786174059,127.1191081995
갤러리 조은,37.5333860813,127.009653106
예술의 기쁨,37.5420161396,126.9638815459
동대문 디자인 플라자,37.5668131264,127.0096257245
용산 아트스페이스 루,37.5311519109,126.9704939648
삼각산시민청,37.6561548685,127.013091424
삼청각,37.5972821698538,126.983526326222
밀알학교 세라믹 팔레스홀,37.4858171,127.0824692
금나래갤러리,37.4570656519531,126.896036850324
송파어린이도서관,37.5121020708813,127.08242916877
CKL 스테이지,37.568527585,126.9816264885
가톨릭대학교 전례박물관,37.5850448,127.0046230
동작구 문화관광,,
충무로영상센터 오!재미동,37.5611731348,126.9941100077
구의아리수문화재,37.54421954423048,127.09296927442402
옹기테마공원 체험장,37.6126480373,127.088523996
금호미술관,37.5775115,126.9798243
성북선잠박물관,37.59321623050399,126.99823926525617
경향아트힐 2층 썬앤문 전용관,37.56800030261646,126.96972387691777
조계사,37.573893952230144,126.9818832690818
시립용산노인종합복지관,37.5313356203,127.0064623807
구립상림도서관,37.6442159909,126.9289423549
두산갤러리,37.5718123278145,127.00100010537
마포구립서강도서관,37.5477396982,126.9320894018
경희대학교 자연사박물관,37.5939491407769,127.054890960564
우면산관문사,37.4737503294487,127.022282279515
동덕여자대학교 박물관,37.6068148327539,127.041176301847
신당창작아케이드,37.5673552,127.0195172
이탈리아 문화원,37.5370506,127.0055871
일본공보문화원,37.5768328,126.9866725
중국문화원,37.5745917,126.9713625
경인미술관,37.5743957,126.9855213
구로구립 하늘도서관,37.487375665,126.8813482699
구로구립궁동어린이도서관,37.5022109068,126.8292613686
문래예술공장,37.5132230728,126.9001378359
공릉청소년문화정보센터,37.6215862021,127.0830657482
반포잠원교육지원센터,37.505094038027,127.013378619457
성암아트홀,37.5110475,127.0429711
샘터 파랑새 극장,37.5815588,127.0023112
서울아트센터,37.5694595,126.9847764
관훈갤러리,37.5738697,126.9842614
정독도서관,37.5810398,126.9829524
국립중앙박물관 극장 용,37.5240754,126.9787824
숙명여자대학교 박물관,37.5448733,126.9641095
이화여고 100주년기념관,37.5662346,126.9706692
예술극장 <나무와 물>,37.5848997,127.0003713
토탈미술관,37.6121236,126.9756892
대학로 열린 극장,37.5836265,127.0004798
김동수플레이하우스,37.5765000,127.0025375
까망소극장,37.5812208,127.0040346
양천문화회관,37.5164888,126.8631233
강남도서관,37.5137356,127.0469916
강동도서관,37.538082969509,127.143500933257
강북문화정보도서관,37.6251737,127.0361250
어반아트,37.5207027,127.0230798
예맥,37.5800043,126.9809602
갤러리미즈,37.5740205,126.9851335
갤러리 아트사이드,37.5742388,126.9843332
대안공간 풀,37.6064279,126.9592138
화정박물관,37.6046985,126.9659264
일민미술관,37.5697905,126.9776751
노원청소년수련관,37.6403878,127.0597454
동숭아트센터,37.5837289,127.0036762
불교미술관,37.5741333,126.9827462
대한극장,37.5611944,126.9953324
이화여자대학교 자연사박물관,37.5644645178259,126.950288837762
서울시립대학교 박물관,37.5831425,127.0568383
노원평생학습관,37.6395138569616,127.067821262987
롯데화랑(본점),37.5653936,126.9808087
청아소극장(구 리듬공간소극장),37.5839997,127.0027142
노원어린이극장,37.6544500497108,127.063692307584
영산아트홀,37.5295560,126.9250467
소마미술관,37.5168648654617,127.118184522722
강동어린이회관아이누리홀,37.5291630,127.1224690
초전섬유 퀼트박물관,37.5580718,126.9841930
지구촌 민속박물관,37.5545569,126.9814096
동산방화랑,37.5729420,126.9833500
표갤러리,37.5413722,126.9961829
예술의 전당,37.4802401962069,127.014215239186
극단연우무대,37.5869660,127.0017811
글로브극장,37.5765000,127.0025375
인사아트센터,37.5740008,126.9846706
조선일보미술관,37.5679682,126.9751842
조형갤러리,37.5719330,126.9847880
카이스갤러리,37.5284646981472,127.03502369684
백암아트홀,37.5103944,127.0660520
모시는 사람들,37.5866340,127.0004776
브레이크 아웃 전용극장,37.5689546,126.9880891
모차르트홀,37.4864166583391,127.00452491402
목동운동장,37.5300930,126.8818961
서울월드컵경기장,37.5682553,126.8972733
갤러리 룩스,37.5815760,126.9678458
소극장아리랑,37.5799950,127.0042515
아리랑 씨네센터,37.6001190917899,127.013893650352
덕원갤러리,37.5729412,126.9865174
덕수궁미술관,37.5658456,126.9737396
서울 애니메이션 센터,37.5585092,126.9879162
예화랑,37.5228454,127.0222649
육군박물관,37.623667879153,127.090607080004
pkm gallery,37.5840972,126.9800724
대학로연습실,37.5831603,127.0034413
단막극장,37.5832418,127.0044270
국립국악원,37.4777188083482,127.009818464555
국립중앙극장,37.5526708,126.9996175
국립서울과학관,37.5820426,126.9971614
서울닭문화관,37.5826498,126.9852670
서울대학교 치과대학 치의학 박물관,37.5768763,126.9997812
금호아트홀,37.5704344,126.9728844
나루아트센터,37.5376439,127.0706037
대학로극장,37.5765000,127.0025375
갤러리원,37.5275164514377,127.045900812708
대림미술관,37.5775335,126.9733591
아트센터 나비,37.5698077,126.9804918
꼬스트홀,37.5632657,126.9867360
선갤러리,37.5729269,126.9856937
성곡미술관,37.5732338,126.9694964
한국영화박물관,37.5806561786855,126.889839335259
쇳대박물관,37.5798205,127.0046195
세계장신구 박물관 (World Jewellery Museum),37.5809998,126.9818207
서울약령시한의약박물관,37.5777688,127.0377656
환기미술관,37.5940981,126.9661218
별난물건박물관,37.5373365,126.9784621
북촌미술관,37.5802792,126.9847664
샬트르성바오로수녀회 역사박물관,37.5624324,126.9880625
연세대학교신촌캠퍼스박물관,37.5660508394158,126.943916239886
숙명여자대학교 정영양자수박물관,37.5449219,126.9641116
백범기념관,37.5442812,126.9592347
보나장신구 박물관,37.5735826,126.9845298
학전GREEN소극장,37.5839245,127.0030173
한국불교역사문화기념관,37.5744580,126.9820647
상명대학교 박물관,37.6027666,126.9551533
서울돈화문국악당,37.5772502822,126.9907306641
용산문화원,37.5334662,126.9522020
롯데월드 어드벤처,37.5113096112036,127.098141751177
호림박물관,37.4808823005112,126.918236356687
서대문형무소역사관,37.5746085138333,126.955611774864
명보극장,37.5646356,126.9932200
삼일로창고극장,37.5634690,126.9879706
판타지움,37.5833998,126.9998563
인사아트프라자갤러리,37.5738082,126.9856112
영인문학관,37.6119654,126.9715875
샤롯데씨어터,37.5113096112036,127.098141751177
갈갈이홀,37.5810002,127.0035186
강남구민회관강당,37.4938226,127.0642688
구로구민회관 대강당,37.4971237,126.8897292
구로구립 꿈마을도서관,37.4871431613036,126.890154656237
명원박물관,37.6109388168274,127.000235462122
금빛공원 야외공연장,37.4700137,126.9073560
울트라 건축 박물관,37.5198157,126.8534090
의학박물관,37.5768763,126.9997812
소월아트홀,37.5593204,127.0360160
생명과학박물관,37.5239050,126.8719642
평촌아트홀,37.3799805227776,126.964031773927
고려대학교 박물관,37.5887034223667,127.031698331241
강서구민회관,37.5533732,126.8436044
